loan_amnt,int_rate,annual_inc,dti,delinq_2yrs,revol_util,loan_status,grade,term,home_ownership
20895,11.09,42606,2.57,2,65.67,Fully Paid,A, 60 months,RENT
19155,10.29,147560,36.36,3,85.43,Fully Paid,A, 36 months,OWN
11616,10.6,30150,28.99,2,56.42,Fully Paid,F, 60 months,MORTGAGE
25574,10.55,105929,27.25,1,43.93,Charged Off,G, 36 months,OWN
4430,5.72,137423,21.14,1,92.97,Fully Paid,B, 36 months,RENT
13676,23.54,122795,31.39,2,13.26,Fully Paid,D, 36 months,MORTGAGE
11816,9.27,132223,6.65,3,87.05,Charged Off,B, 36 months,RENT
33733,13.4,66936,15.98,4,30.77,Fully Paid,C, 36 months,RENT
21144,5.19,113286,19.86,1,86.39,Charged Off,A, 36 months,RENT
3050,22.16,28593,4.86,1,22.53,Fully Paid,E, 60 months,OWN
34933,19.62,37358,17.07,3,62.22,Charged Off,A, 36 months,RENT
25951,23.94,102143,13.0,1,89.93,Fully Paid,G, 60 months,MORTGAGE
33413,20.63,57381,1.91,1,52.62,Fully Paid,G, 36 months,MORTGAGE
33913,11.27,141465,5.9,3,77.19,Fully Paid,G, 36 months,MORTGAGE
26280,9.96,110347,30.68,2,82.42,Fully Paid,G, 36 months,RENT
25557,18.95,48074,1.21,4,76.28,Fully Paid,C, 60 months,MORTGAGE
5494,12.28,40595,37.4,4,93.28,Charged Off,D, 36 months,MORTGAGE
16152,16.32,64194,3.91,1,50.22,Charged Off,B, 36 months,MORTGAGE
24895,5.13,69377,32.07,4,25.58,Fully Paid,A, 60 months,MORTGAGE
10155,6.24,46853,36.0,2,14.3,Fully Paid,G, 36 months,OWN
32883,15.71,93719,37.67,1,32.18,Fully Paid,A, 36 months,RENT
2828,16.32,40661,34.77,4,22.89,Fully Paid,G, 36 months,RENT
33123,20.03,70493,11.86,0,60.22,Fully Paid,E, 60 months,MORTGAGE
1806,7.64,138724,13.66,0,26.65,Charged Off,B, 36 months,RENT
30757,15.26,126705,17.35,0,13.5,Fully Paid,E, 36 months,MORTGAGE
15561,8.89,56495,6.0,0,13.24,Fully Paid,E, 60 months,MORTGAGE
25262,6.86,33703,1.38,0,84.84,Fully Paid,G, 60 months,MORTGAGE
15899,13.21,73080,34.83,1,63.23,Charged Off,D, 36 months,RENT
16934,8.27,50815,22.39,3,42.23,Fully Paid,A, 36 months,OWN
12593,9.44,49565,24.54,3,90.48,Fully Paid,F, 36 months,RENT
18320,11.35,83321,37.12,1,16.32,Fully Paid,B, 36 months,RENT
28376,10.19,137491,26.77,1,98.23,Fully Paid,D, 60 months,OWN
15199,6.75,78453,27.79,2,65.47,Fully Paid,F, 60 months,RENT
16876,6.8,108478,31.59,3,26.51,Fully Paid,D, 60 months,OWN
9245,8.86,128522,5.1,0,71.12,Fully Paid,G, 36 months,MORTGAGE
8214,6.01,53161,14.73,1,78.7,Fully Paid,G, 60 months,OWN
1726,17.53,75991,38.74,0,48.64,Charged Off,D, 60 months,MORTGAGE
12362,10.75,134296,36.96,3,87.55,Fully Paid,C, 36 months,OWN
19297,10.59,127339,35.42,4,23.57,Fully Paid,C, 36 months,MORTGAGE
31448,11.64,29716,18.36,4,35.1,Fully Paid,D, 36 months,RENT
27172,18.26,127099,34.36,1,18.41,Fully Paid,C, 36 months,OWN
8657,22.41,53349,2.41,2,28.98,Fully Paid,B, 36 months,RENT
19850,20.18,67098,6.37,0,31.49,Fully Paid,A, 36 months,MORTGAGE
26425,19.55,128435,16.85,1,92.59,Fully Paid,F, 60 months,OWN
27685,14.69,20132,19.59,2,17.03,Charged Off,G, 36 months,OWN
25578,18.88,71990,10.91,0,48.47,Charged Off,B, 36 months,OWN
29831,16.06,133288,14.58,3,57.92,Fully Paid,A, 60 months,RENT
8906,9.33,88921,6.93,4,90.88,Fully Paid,C, 60 months,MORTGAGE
8287,9.17,56538,19.82,2,99.79,Charged Off,F, 60 months,RENT
34660,10.93,120572,31.86,0,77.8,Fully Paid,B, 60 months,OWN
11222,23.22,119279,26.62,1,97.37,Fully Paid,E, 60 months,MORTGAGE
18764,15.95,125909,4.76,0,80.84,Charged Off,G, 36 months,MORTGAGE
18674,19.68,27213,19.76,1,96.69,Charged Off,D, 36 months,RENT
19024,11.93,144693,28.06,4,73.65,Fully Paid,G, 60 months,RENT
24874,13.15,64223,21.43,4,17.18,Fully Paid,A, 60 months,OWN
33284,7.51,111655,15.97,0,46.17,Fully Paid,A, 60 months,OWN
18602,8.43,88371,25.07,0,68.19,Charged Off,E, 60 months,OWN
24265,21.55,88274,38.76,1,41.56,Charged Off,E, 36 months,OWN
26931,16.7,127853,4.25,1,34.6,Fully Paid,D, 60 months,MORTGAGE
29841,11.75,24134,15.91,2,61.97,Charged Off,C, 60 months,OWN
30192,21.06,111428,16.56,2,94.02,Fully Paid,G, 36 months,OWN
16585,9.93,59601,23.29,2,13.15,Fully Paid,B, 36 months,OWN
26559,24.52,93889,6.51,0,79.23,Charged Off,B, 36 months,RENT
34742,11.9,35690,7.48,2,75.05,Fully Paid,B, 60 months,RENT
5133,11.75,21909,11.77,0,96.76,Fully Paid,C, 60 months,RENT
15663,11.24,111239,38.26,4,93.76,Fully Paid,G, 36 months,OWN
22754,7.44,100032,29.5,3,78.6,Fully Paid,G, 60 months,MORTGAGE
4972,7.22,32062,26.64,4,56.84,Fully Paid,D, 60 months,OWN
6295,17.96,95386,32.77,0,28.38,Fully Paid,B, 36 months,RENT
30125,22.5,113237,5.54,0,59.07,Charged Off,A, 36 months,RENT
10903,20.81,54731,34.44,3,78.88,Fully Paid,A, 36 months,OWN
4020,7.82,25153,24.0,1,90.61,Charged Off,A, 60 months,MORTGAGE
21420,15.91,30481,13.75,1,81.07,Fully Paid,E, 36 months,MORTGAGE
22452,7.11,119270,32.73,1,27.57,Fully Paid,E, 60 months,MORTGAGE
10516,5.91,86425,32.2,2,63.97,Fully Paid,C, 60 months,RENT
3396,18.13,83600,33.91,1,39.9,Charged Off,B, 60 months,RENT
19546,15.7,104981,5.06,2,10.83,Fully Paid,E, 36 months,MORTGAGE
20129,6.64,91997,38.79,2,28.02,Fully Paid,A, 36 months,OWN
2591,5.7,124470,38.41,1,20.19,Charged Off,E, 36 months,MORTGAGE
12303,24.8,48205,14.62,1,85.84,Fully Paid,G, 60 months,OWN
31561,5.6,108887,3.1,3,33.27,Charged Off,A, 36 months,RENT
7183,13.89,101542,7.1,3,35.62,Charged Off,B, 36 months,RENT
27572,15.09,64149,39.72,2,96.39,Fully Paid,G, 60 months,RENT
21695,7.35,69112,22.74,3,44.12,Fully Paid,C, 60 months,MORTGAGE
8314,8.38,30940,14.59,2,10.86,Fully Paid,D, 36 months,MORTGAGE
20623,12.04,79010,11.88,0,35.55,Fully Paid,D, 36 months,RENT
3139,20.23,96794,10.65,2,20.74,Charged Off,G, 60 months,RENT
32290,15.14,44485,26.73,2,19.25,Charged Off,A, 60 months,RENT
19088,17.76,109299,17.07,3,16.97,Fully Paid,E, 60 months,MORTGAGE
34130,24.7,144321,38.63,0,63.39,Fully Paid,E, 36 months,MORTGAGE
33088,20.36,125584,27.51,4,27.04,Fully Paid,A, 36 months,RENT
27292,13.69,21067,31.79,4,42.51,Fully Paid,B, 60 months,MORTGAGE
21670,13.93,40607,12.06,4,87.58,Fully Paid,G, 36 months,MORTGAGE
4738,17.38,129419,3.63,0,48.19,Fully Paid,A, 36 months,MORTGAGE
3469,18.31,81597,19.77,1,92.41,Fully Paid,B, 36 months,MORTGAGE
23534,15.01,146736,12.93,0,54.81,Fully Paid,C, 60 months,RENT
10017,17.9,94554,8.48,3,45.9,Fully Paid,C, 36 months,RENT
3808,5.47,68521,38.13,2,77.54,Fully Paid,G, 60 months,MORTGAGE
13713,13.59,132482,18.04,2,16.59,Charged Off,A, 36 months,RENT
3719,10.58,35187,7.4,3,18.05,Fully Paid,C, 60 months,RENT
23890,7.58,122911,8.35,3,68.68,Charged Off,E, 60 months,RENT
12700,6.99,23985,11.59,2,53.82,Fully Paid,B, 36 months,OWN
27705,17.06,63052,39.97,1,81.14,Charged Off,D, 36 months,RENT
19787,15.47,39563,11.09,1,92.46,Charged Off,D, 60 months,RENT
27588,10.07,67322,13.49,1,44.95,Fully Paid,C, 60 months,MORTGAGE
27123,14.42,122842,26.54,3,63.68,Fully Paid,B, 36 months,MORTGAGE
34062,14.84,81245,12.11,2,55.06,Charged Off,E, 60 months,OWN
11177,8.9,71514,9.02,2,98.34,Fully Paid,D, 60 months,OWN
22727,18.04,38608,6.77,2,84.8,Charged Off,E, 36 months,RENT
31220,20.62,124675,12.85,0,92.06,Charged Off,E, 36 months,RENT
10882,20.83,87262,4.68,0,32.89,Fully Paid,D, 36 months,MORTGAGE
2136,17.05,112118,1.24,4,79.53,Fully Paid,D, 36 months,RENT
32966,15.23,91327,32.28,0,33.89,Fully Paid,C, 60 months,RENT
8009,6.22,77225,5.95,1,28.79,Charged Off,G, 36 months,RENT
13987,10.76,93994,31.15,1,94.98,Fully Paid,B, 36 months,RENT
32575,6.87,141701,32.0,1,11.74,Fully Paid,A, 36 months,RENT
2007,24.28,37221,21.75,1,96.88,Fully Paid,B, 36 months,RENT
6445,7.7,68506,12.73,4,23.43,Fully Paid,A, 60 months,RENT
11706,8.04,40968,6.23,1,83.75,Fully Paid,D, 60 months,RENT
30257,22.79,147677,29.6,3,34.83,Fully Paid,E, 36 months,MORTGAGE
22736,23.88,102606,24.25,3,41.56,Fully Paid,B, 36 months,OWN
14281,20.32,47937,26.39,3,29.51,Fully Paid,E, 36 months,RENT
2435,5.11,82435,0.84,0,62.7,Charged Off,B, 36 months,MORTGAGE
34339,5.03,69508,37.14,2,41.33,Fully Paid,G, 60 months,RENT
26821,12.56,146695,3.12,4,69.17,Charged Off,F, 60 months,RENT
27660,7.87,61831,14.99,3,11.41,Charged Off,B, 60 months,OWN
6084,5.37,62933,16.41,3,15.79,Fully Paid,E, 60 months,MORTGAGE
17661,14.28,67307,0.55,1,18.97,Fully Paid,F, 36 months,RENT
14507,23.86,68340,20.14,3,47.71,Fully Paid,C, 60 months,OWN
8059,11.48,122951,30.24,1,83.33,Fully Paid,G, 60 months,OWN
19271,18.22,128306,33.02,1,89.94,Fully Paid,D, 36 months,RENT
8491,18.04,106338,35.24,2,32.03,Charged Off,C, 60 months,RENT
15859,10.02,63601,19.76,0,61.69,Fully Paid,C, 60 months,MORTGAGE
9073,18.01,95956,25.41,1,79.15,Charged Off,B, 60 months,MORTGAGE
10077,9.25,92178,3.64,1,35.99,Fully Paid,D, 36 months,RENT
21953,7.44,105311,19.78,2,46.81,Fully Paid,G, 36 months,RENT
12383,19.03,48754,6.62,1,57.16,Charged Off,F, 36 months,OWN
3353,7.27,63310,15.1,4,22.14,Fully Paid,B, 36 months,MORTGAGE
24821,24.94,89893,13.51,0,12.34,Fully Paid,A, 60 months,RENT
25860,8.67,106799,17.23,4,23.75,Fully Paid,B, 60 months,RENT
22195,16.88,140007,23.08,3,66.42,Fully Paid,F, 36 months,MORTGAGE
12939,13.23,68367,36.16,0,16.63,Fully Paid,E, 36 months,RENT
26338,7.53,33201,16.08,3,27.07,Fully Paid,G, 36 months,OWN
22730,5.56,22739,39.25,1,40.41,Fully Paid,G, 60 months,OWN
22427,17.45,33231,30.48,2,17.01,Fully Paid,B, 60 months,RENT
28083,21.14,145610,20.7,4,27.25,Charged Off,A, 36 months,MORTGAGE
22510,21.84,127814,25.94,3,92.01,Fully Paid,B, 36 months,OWN
8813,14.65,62495,4.54,1,11.74,Fully Paid,F, 36 months,MORTGAGE
32598,20.55,41168,33.86,4,68.81,Fully Paid,G, 36 months,MORTGAGE
28570,18.46,52624,23.5,4,44.6,Fully Paid,A, 36 months,MORTGAGE
28082,19.49,30635,39.45,3,70.54,Fully Paid,D, 36 months,OWN
30241,14.85,29964,25.64,1,62.98,Fully Paid,F, 36 months,OWN
31678,17.67,47785,33.45,2,30.11,Fully Paid,G, 36 months,RENT
12745,21.11,115046,32.09,3,86.25,Fully Paid,B, 60 months,MORTGAGE
27029,12.96,102797,14.15,4,54.27,Fully Paid,G, 36 months,OWN
14025,21.12,104790,10.75,4,84.03,Charged Off,A, 60 months,OWN
15288,16.84,96928,17.5,0,46.54,Fully Paid,F, 36 months,RENT
24650,8.32,32336,18.96,1,98.62,Fully Paid,D, 60 months,OWN
7540,5.49,97475,9.98,0,79.34,Fully Paid,E, 36 months,OWN
33232,12.26,47412,35.84,2,96.94,Fully Paid,C, 36 months,OWN
17422,15.93,102212,21.93,3,56.29,Charged Off,A, 60 months,RENT
4342,21.8,95379,39.15,4,52.63,Fully Paid,E, 36 months,RENT
11396,7.55,65591,32.5,1,77.99,Charged Off,D, 60 months,MORTGAGE
18482,21.0,81750,22.45,4,89.23,Fully Paid,E, 60 months,OWN
24411,22.26,110648,37.91,0,96.77,Fully Paid,B, 60 months,RENT
14261,8.01,116134,20.44,0,39.21,Charged Off,C, 36 months,RENT
4093,22.03,55454,35.54,3,81.88,Fully Paid,A, 60 months,RENT
12722,24.83,118537,14.65,1,28.96,Charged Off,F, 36 months,MORTGAGE
23042,19.54,82672,15.46,1,59.1,Fully Paid,G, 60 months,MORTGAGE
29087,20.7,47228,17.02,3,26.19,Fully Paid,D, 36 months,MORTGAGE
33347,24.89,34429,22.09,0,41.27,Fully Paid,C, 60 months,MORTGAGE
34756,17.11,104294,22.36,0,93.82,Fully Paid,D, 60 months,MORTGAGE
17335,11.16,87808,20.11,0,23.15,Fully Paid,G, 36 months,OWN
29602,21.75,102886,12.59,4,66.92,Fully Paid,E, 36 months,OWN
33196,17.29,135577,37.12,2,63.37,Fully Paid,D, 36 months,RENT
6626,16.62,73015,23.75,0,20.87,Fully Paid,D, 36 months,MORTGAGE
8424,10.07,108074,16.61,2,39.34,Fully Paid,E, 36 months,MORTGAGE
13857,20.13,88936,26.22,2,60.67,Charged Off,E, 36 months,RENT
20982,6.63,100907,30.83,1,26.85,Fully Paid,G, 36 months,OWN
12425,23.49,77378,38.45,3,82.06,Fully Paid,C, 36 months,MORTGAGE
2980,11.52,57310,20.23,4,97.49,Fully Paid,A, 36 months,MORTGAGE
27431,7.56,121827,4.93,2,29.33,Charged Off,E, 60 months,MORTGAGE
20440,13.85,103683,17.91,4,26.82,Fully Paid,C, 60 months,OWN
18175,5.85,88827,19.42,1,50.94,Charged Off,G, 60 months,OWN
27385,18.69,55256,35.93,0,77.3,Charged Off,D, 60 months,MORTGAGE
24019,23.05,96428,16.09,2,35.34,Fully Paid,D, 36 months,MORTGAGE
19639,21.75,119862,38.16,3,11.79,Fully Paid,F, 60 months,RENT
20994,7.55,122994,19.66,1,58.71,Charged Off,B, 60 months,RENT
22563,7.53,58889,38.96,4,96.09,Fully Paid,E, 60 months,OWN
6776,21.27,71428,0.82,0,45.21,Fully Paid,G, 36 months,RENT
4380,23.49,130502,36.0,4,47.81,Charged Off,C, 36 months,MORTGAGE
9711,14.21,57207,37.28,3,97.2,Fully Paid,F, 60 months,OWN
9782,14.98,70255,38.46,2,72.51,Charged Off,C, 60 months,RENT
18434,11.37,125824,1.02,3,74.73,Charged Off,A, 60 months,OWN
21017,22.89,111531,7.28,4,60.64,Fully Paid,F, 36 months,MORTGAGE
31707,17.9,25409,26.32,4,97.71,Fully Paid,G, 60 months,RENT
18343,10.77,62438,1.51,3,72.0,Fully Paid,C, 60 months,RENT
6655,10.98,130410,3.01,3,90.55,Fully Paid,E, 36 months,RENT
16251,22.82,130238,9.23,3,72.94,Charged Off,C, 60 months,MORTGAGE
1526,5.27,115359,20.74,0,76.16,Charged Off,B, 60 months,OWN
4224,11.45,27869,22.06,4,36.14,Fully Paid,D, 60 months,RENT
12536,16.09,121260,1.85,1,37.31,Fully Paid,D, 60 months,OWN
29541,7.96,76862,7.23,0,80.47,Fully Paid,F, 60 months,OWN
14547,6.84,107937,20.24,0,36.7,Charged Off,C, 60 months,OWN
9712,21.31,45958,23.96,0,60.65,Fully Paid,C, 60 months,MORTGAGE
10208,22.89,96302,6.36,1,32.44,Charged Off,C, 60 months,MORTGAGE
6109,21.47,39768,16.25,3,83.53,Fully Paid,C, 36 months,RENT
17967,22.98,116330,36.22,4,19.95,Charged Off,B, 60 months,RENT
30759,16.06,46145,39.96,2,84.65,Fully Paid,E, 60 months,OWN
21172,21.25,95622,39.49,2,64.25,Fully Paid,B, 60 months,OWN
27589,12.68,128739,35.33,4,26.82,Fully Paid,G, 36 months,OWN
31015,18.33,46442,16.09,1,58.78,Charged Off,G, 60 months,MORTGAGE
30009,24.78,101948,27.62,2,35.42,Fully Paid,B, 36 months,MORTGAGE
18773,9.51,143585,16.96,0,39.11,Fully Paid,B, 60 months,RENT
27143,12.8,45596,26.12,2,41.64,Fully Paid,D, 36 months,OWN
7154,14.6,95791,12.72,4,15.7,Fully Paid,G, 36 months,OWN
22804,7.76,62406,24.44,0,98.74,Fully Paid,B, 36 months,MORTGAGE
21581,6.62,60524,21.19,2,12.84,Fully Paid,C, 60 months,RENT
31087,21.59,43332,1.47,4,69.62,Fully Paid,B, 60 months,OWN
33981,24.54,130160,31.73,1,43.41,Fully Paid,C, 36 months,OWN
4762,13.09,35764,0.97,4,68.14,Fully Paid,F, 60 months,RENT
10768,6.75,47563,12.08,1,42.06,Charged Off,G, 36 months,OWN
9783,6.32,107675,0.73,0,70.64,Fully Paid,E, 60 months,MORTGAGE
30781,22.83,56370,15.36,4,75.63,Fully Paid,D, 60 months,RENT
31811,14.28,25062,2.99,3,72.15,Fully Paid,E, 36 months,OWN
9905,11.4,64645,36.58,3,20.26,Fully Paid,F, 36 months,OWN
10127,14.53,142759,16.92,3,69.12,Fully Paid,E, 60 months,MORTGAGE
23431,11.37,27244,18.65,3,35.2,Charged Off,D, 36 months,MORTGAGE
7368,14.78,26372,14.32,3,12.59,Charged Off,C, 36 months,MORTGAGE
28424,22.19,125409,25.29,1,47.33,Fully Paid,F, 60 months,OWN
19333,16.85,146248,31.48,4,49.02,Fully Paid,F, 36 months,OWN
24116,18.89,105501,26.1,0,52.05,Fully Paid,C, 60 months,OWN
16525,12.29,137450,30.05,3,73.43,Charged Off,C, 60 months,RENT
24398,19.77,84471,36.29,3,37.8,Charged Off,D, 36 months,MORTGAGE
33857,18.33,130533,34.61,0,38.38,Fully Paid,G, 36 months,RENT
11361,7.39,36956,27.13,0,15.45,Fully Paid,B, 36 months,MORTGAGE
17369,16.45,60473,8.98,3,71.81,Charged Off,G, 60 months,OWN
4041,10.13,33894,25.69,1,61.1,Fully Paid,A, 36 months,RENT
1105,21.08,130584,20.49,0,41.45,Fully Paid,B, 60 months,RENT
10078,13.52,118918,28.83,4,73.47,Charged Off,G, 36 months,MORTGAGE
26003,24.89,89586,33.4,4,58.36,Fully Paid,B, 36 months,RENT
7090,6.85,36709,29.84,1,52.23,Fully Paid,E, 60 months,RENT
2925,20.61,101258,33.94,2,56.02,Charged Off,A, 36 months,OWN
19440,18.47,138428,3.02,1,67.27,Fully Paid,C, 36 months,MORTGAGE
27015,20.35,35210,1.75,3,69.4,Fully Paid,B, 60 months,RENT
34320,11.15,69510,10.71,2,36.01,Fully Paid,G, 36 months,OWN
26291,14.84,122081,36.08,3,22.67,Fully Paid,D, 36 months,RENT
27289,20.93,58674,33.03,4,24.1,Fully Paid,B, 60 months,OWN
4389,9.65,145251,27.47,0,67.55,Fully Paid,C, 36 months,RENT
26683,9.52,120025,28.18,3,88.56,Fully Paid,G, 36 months,OWN
14629,16.02,37733,29.2,4,46.85,Charged Off,B, 60 months,OWN
25826,15.47,40080,37.73,1,25.26,Fully Paid,F, 36 months,MORTGAGE
27630,10.65,122200,33.37,3,78.09,Charged Off,E, 36 months,OWN
34226,10.96,73412,25.12,4,84.92,Fully Paid,E, 36 months,RENT
33975,10.56,144476,26.8,0,89.25,Charged Off,B, 60 months,OWN
1899,20.43,78971,8.94,3,64.61,Fully Paid,E, 36 months,OWN
12653,18.04,59709,26.46,4,87.47,Fully Paid,D, 60 months,RENT
28961,21.65,79846,17.27,3,11.39,Fully Paid,A, 36 months,RENT
17405,24.51,85480,6.54,0,19.65,Fully Paid,B, 36 months,OWN
9601,14.48,131768,32.35,3,18.33,Fully Paid,D, 36 months,RENT
34662,6.33,72960,20.65,3,74.13,Fully Paid,F, 36 months,OWN
34282,5.96,123550,39.11,4,16.26,Charged Off,D, 36 months,OWN
22288,10.91,61152,11.63,2,54.67,Charged Off,D, 36 months,OWN
30545,23.65,47250,19.49,3,52.54,Charged Off,F, 36 months,RENT
16313,15.46,105765,18.2,2,37.96,Fully Paid,C, 36 months,MORTGAGE
16349,10.44,137265,5.27,1,88.34,Charged Off,B, 36 months,MORTGAGE
8179,12.98,68137,17.33,3,25.34,Charged Off,B, 60 months,OWN
11326,16.97,102011,11.86,2,41.72,Fully Paid,B, 36 months,OWN
2560,18.06,138922,6.83,1,79.68,Fully Paid,A, 60 months,RENT
14612,8.08,143360,11.65,4,12.74,Fully Paid,D, 60 months,MORTGAGE
18650,24.54,141280,9.71,3,70.57,Fully Paid,B, 36 months,MORTGAGE
27745,15.9,66412,29.5,4,83.48,Fully Paid,E, 60 months,MORTGAGE
32890,7.71,63876,1.72,1,93.9,Fully Paid,C, 60 months,RENT
21022,22.87,114547,24.89,4,88.87,Fully Paid,F, 60 months,RENT
5780,6.49,93664,30.55,4,38.74,Fully Paid,F, 60 months,RENT
19311,23.15,70227,19.49,0,62.77,Fully Paid,A, 36 months,OWN
29380,24.93,52450,37.3,1,16.96,Charged Off,G, 60 months,RENT
3356,19.01,104433,28.46,4,33.21,Charged Off,F, 36 months,OWN
5790,20.41,93704,30.04,2,18.48,Charged Off,C, 60 months,OWN
27911,11.75,26861,8.28,1,38.37,Fully Paid,G, 60 months,OWN
25363,23.83,127294,31.2,0,88.77,Fully Paid,D, 60 months,OWN
21049,15.59,81914,33.37,3,41.25,Fully Paid,F, 36 months,RENT
11181,19.65,83888,14.77,4,60.57,Fully Paid,G, 36 months,RENT
17082,23.48,99286,8.93,2,49.0,Fully Paid,G, 36 months,MORTGAGE
1661,24.5,81293,15.71,0,51.3,Fully Paid,F, 36 months,MORTGAGE
3920,21.66,102524,29.71,1,97.26,Charged Off,E, 60 months,OWN
26658,11.06,88515,17.0,4,36.65,Fully Paid,D, 36 months,MORTGAGE
15025,24.33,43524,29.6,0,66.46,Fully Paid,B, 60 months,MORTGAGE
9946,17.56,27065,4.99,0,47.81,Fully Paid,C, 36 months,MORTGAGE
29706,23.61,57684,32.34,2,15.5,Fully Paid,F, 60 months,OWN
17309,18.52,108720,10.5,3,54.04,Fully Paid,E, 60 months,MORTGAGE
34120,11.14,53365,10.33,3,83.2,Fully Paid,C, 36 months,RENT
31027,12.4,78876,23.82,3,18.89,Fully Paid,G, 60 months,OWN
8005,16.01,43704,3.27,1,16.26,Fully Paid,A, 60 months,RENT
1956,20.8,77857,1.54,0,23.83,Fully Paid,E, 60 months,OWN
9595,11.36,25622,10.81,1,78.8,Fully Paid,G, 60 months,RENT
13803,16.59,103797,21.75,0,75.16,Fully Paid,A, 60 months,MORTGAGE
26963,11.91,130468,36.35,2,60.85,Charged Off,F, 36 months,OWN
34723,21.32,113955,33.93,2,52.14,Fully Paid,E, 36 months,RENT
16282,14.33,120003,19.87,1,89.95,Fully Paid,B, 60 months,OWN
5703,6.53,111141,1.96,1,79.0,Fully Paid,G, 60 months,RENT
7563,8.32,114707,21.64,2,83.07,Fully Paid,C, 36 months,MORTGAGE
26849,6.22,107700,28.34,4,83.19,Fully Paid,C, 36 months,OWN
32860,14.99,135404,13.9,3,67.84,Fully Paid,G, 36 months,OWN
32585,7.13,131733,4.89,3,51.22,Fully Paid,G, 60 months,RENT
23015,7.28,99332,11.5,2,87.82,Fully Paid,D, 60 months,RENT
13003,23.82,122390,30.98,3,93.34,Fully Paid,E, 36 months,MORTGAGE
27958,22.45,116856,14.37,4,12.14,Charged Off,E, 36 months,RENT
27017,14.04,86201,32.57,4,14.64,Charged Off,G, 36 months,RENT
12171,24.72,52694,13.12,0,96.29,Fully Paid,A, 60 months,RENT
13201,5.0,109766,6.96,1,34.94,Fully Paid,E, 60 months,MORTGAGE
30426,17.28,42995,17.72,3,88.6,Fully Paid,C, 60 months,MORTGAGE
18778,17.33,112320,18.36,4,44.99,Fully Paid,E, 36 months,OWN
22116,14.15,100141,1.14,1,20.72,Fully Paid,D, 60 months,MORTGAGE
34297,12.94,102999,5.12,1,17.24,Fully Paid,D, 36 months,RENT
20342,14.11,28419,7.8,0,24.09,Charged Off,G, 36 months,OWN
28490,13.3,67952,4.99,1,32.49,Fully Paid,C, 36 months,MORTGAGE
20975,19.61,143028,13.99,1,53.97,Fully Paid,C, 60 months,MORTGAGE
27723,7.71,53837,38.6,2,73.13,Fully Paid,C, 60 months,RENT
24279,8.95,90799,20.61,0,98.78,Fully Paid,E, 60 months,RENT
13765,8.61,68877,25.29,0,49.74,Charged Off,E, 60 months,MORTGAGE
12561,10.25,126255,14.58,3,56.64,Fully Paid,B, 60 months,OWN
1525,15.51,65687,13.28,1,56.96,Charged Off,F, 60 months,RENT
23861,7.22,119667,1.41,3,58.55,Fully Paid,G, 36 months,MORTGAGE
34142,22.36,57276,20.26,4,56.6,Fully Paid,F, 36 months,MORTGAGE
27916,10.95,54523,19.6,1,10.79,Charged Off,A, 60 months,RENT
5648,8.25,86055,6.73,4,10.16,Fully Paid,E, 60 months,OWN
31523,18.51,74615,30.69,2,18.79,Fully Paid,B, 60 months,OWN
30052,5.76,116642,19.96,1,19.14,Fully Paid,B, 36 months,OWN
33781,17.4,130040,13.89,3,73.44,Fully Paid,D, 60 months,RENT
5599,18.96,30514,6.3,3,28.44,Fully Paid,E, 36 months,RENT
4814,9.3,67456,22.31,1,90.52,Charged Off,B, 60 months,RENT
27616,5.84,27233,30.24,3,93.57,Charged Off,D, 36 months,OWN
3113,12.27,21102,11.64,1,97.83,Fully Paid,A, 36 months,OWN
14760,6.97,86133,9.14,0,94.52,Fully Paid,D, 60 months,RENT
22927,7.33,66715,21.12,3,34.47,Fully Paid,A, 36 months,RENT
21939,10.09,105193,6.64,1,55.88,Charged Off,F, 36 months,RENT
33419,10.91,130545,26.83,1,25.79,Charged Off,F, 36 months,OWN
13588,15.6,124085,24.41,3,82.56,Fully Paid,C, 36 months,MORTGAGE
34397,18.57,129101,3.94,0,89.96,Fully Paid,C, 60 months,MORTGAGE
17653,16.86,26256,1.94,3,86.62,Fully Paid,G, 36 months,OWN
11831,7.97,141946,25.0,1,49.0,Fully Paid,D, 36 months,RENT
6724,8.44,128684,12.12,0,78.28,Fully Paid,G, 36 months,RENT
12083,22.58,84800,3.91,4,18.78,Fully Paid,C, 60 months,RENT
20816,16.17,148900,30.5,2,13.62,Fully Paid,E, 60 months,RENT
7276,22.4,114937,12.9,3,77.79,Charged Off,D, 36 months,OWN
14994,12.43,61548,18.65,1,48.28,Charged Off,B, 60 months,MORTGAGE
24499,17.29,92090,9.85,0,99.6,Charged Off,E, 60 months,MORTGAGE
24040,15.47,98200,25.28,0,18.75,Fully Paid,G, 60 months,OWN
17959,11.38,62367,12.41,4,87.01,Fully Paid,D, 60 months,RENT
7099,14.4,148845,38.74,3,53.2,Fully Paid,G, 60 months,MORTGAGE
20576,15.05,133815,28.27,0,84.44,Fully Paid,F, 60 months,OWN
7116,9.02,109922,5.9,4,83.54,Fully Paid,A, 60 months,RENT
16563,11.3,90382,16.96,1,92.44,Charged Off,G, 36 months,MORTGAGE
27788,20.83,147602,15.72,4,36.81,Fully Paid,C, 36 months,OWN
27928,23.32,146270,21.6,3,95.48,Charged Off,C, 36 months,MORTGAGE
10847,12.2,146320,33.76,4,23.65,Charged Off,C, 60 months,MORTGAGE
